STATE,FSCS ID,FSCS ID_SEQ,LIBRARY ID,LIBRARY NAME,LIBRARY SYSTEM,PHONE,COUNTY,LOCATION,LOCALE,COUNTY POPULATION,OUTLET TYPE,SQ FEET,BOOKMOBILES,HOURS,WEEKS OPEN,METRO STATUS,STRUCTURE CHANGE,NAME CHANGE,ADDRESS CHANGE
ID,ID0001,2,IDAB,ABERDEEN DISTRICT,ABERDEEN DISTRICT,208-397-4427,BINGHAM,"76 E CENTRAL AVE
ABERDEEN, ID
(42.944115, -112.839819)",42,44990,CE,3180,0,1716,52,NO,0,0,0
ID,ID0002,2,IDAM,AMERICAN FALLS DISTRICT,AMERICAN FALLS DISTRICT,208-226-2335,POWER,"308 ROOSEVELT ST AMERICAN FALLS
ID
(42.782733, -112.85246)",32,7648,CE,12250,0,2748,52,NC,0,0,0
ID,ID0003,2,IDAR,LOST RIVERS COMMUNITY DISTRICT,LOST RIVERS DISTRICT,208-527-8511,BUTTE,"126 S FRONT ST
ARCO, ID
(43.636017, -113.299396)",43,2501,CE,2850,0,1924,52,NO,0,0,0
ID,ID0003,3,IDAR,LOST RIVERS COMMUNITY DISTRICT - HOWE,LOST RIVERS DISTRICT,208-767-3018,BUTTE,"33 ARCO
ID
(43.608606, -113.165489)",43,2501,BR,1000,0,702,52,NO,0,0,0
ID,ID0005,2,IDB,BOISE PUBLIC,BOISE PUBLIC,208-972-8198,ADA,"715 S CAPITOL BLVD
BOISE, ID
(43.610011, -116.207174)",12,434211,CE,79381,0,3328,52,CC,0,0,0
ID,ID0005,5,IDB,BOISE PUBLIC-COLLISTER BRANCH,BOISE PUBLIC,208-972-8320,ADA,"4724 W STATE ST
BOISE, ID
(43.648752, -116.24764)",12,434211,BR,12169,0,2704,52,CC,0,0,0
ID,ID0005,6,IDB,BOISE PUBLIC-HILLCREST BRANCH,BOISE PUBLIC,208-972-8340,ADA,"5246 W OVERLAND RD
BOISE, ID
(43.589833, -116.246976)",12,434211,BR,8624,0,2600,52,CC,0,0,0
ID,ID0005,7,IDB,BOISE PUBLIC-COLE AND USTICK BRANCH,BOISE PUBLIC,208-972-8300,ADA,"7557 W USTICK RD
BOISE, ID
(43.633902, -116.27589)",12,434211,BR,15300,0,2600,52,CC,0,0,0
ID,ID0006,2,IDBC,ADA COUNTY DISTRICT,ADA COUNTY DISTRICT,208-362-0181,ADA,"10664 W VICTORY RD
BOISE, ID
(43.575736, -116.31483)",21,434211,CE,14200,0,3016,52,NC,0,0,0
ID,ID0006,5,IDBC-H,ADA COUNTY DISTRICT-HIDDEN SPRINGS,ADA COUNTY DISTRICT,208-229-2665,ADA,"5868 W HIDDEN SPRINGS DR
BOISE, ID
(43.725024, -116.262022)",21,434211,BR,2404,0,1976,52,NC,0,0,7
ID,ID0006,6,IDBC-S,ADA COUNTY DISTRICT - STAR BRANCH,ADA COUNTY DISTRICT,208-286-9755,ADA,"10706 W STATE ST
STE D STAR, ID
(43.691997, -116.487191)",31,434211,BR,7312,0,2600,52,NC,0,0,0
ID,ID0006,7,IDBC-L,ADA COUNTY DISTRICT-LAKE HAZEL,ADA COUNTY DISTRICT,208-297-6700,ADA,"10489 W LAKE HAZEL RD
BOISE, ID
(43.546469, -116.312752)",21,434211,BR,16877,0,3224,52,NC,0,0,0
ID,ID0007,2,IDBE,BELLEVUE PUBLIC,BELLEVUE PUBLIC,208-788-4503,BLAINE,"117 E PINE
BELLEVUE, ID
(43.463018, -114.259394)",33,21592,CE,981,0,1750,50,NO,0,0,0
ID,ID0008,2,IDBF,BLACKFOOT PUBLIC,BLACKFOOT PUBLIC,208-785-8628,BINGHAM,"129 N BROADWAY
BLACKFOOT, ID
(43.190322, -112.34499)",32,44990,CE,10005,0,2808,52,NO,0,0,0
ID,ID0009,2,IDBFS,SNAKE RIVER SCHOOL/COMMUNITY,SNAKE RIVER SCHOOL/COMMUNITY,208-684-3063,BINGHAM,"924 W HWY 39
BLACKFOOT, ID
(43.197014, -112.480353)",41,44990,CE,5650,0,3068,52,NO,0,0,0
ID,ID0010,2,IDBNF,BOUNDARY COUNTY DISTRICT,BOUNDARY COUNTY DISTRICT,208-267-3750,BOUNDARY,"6370 KOOTENAI BONNERS FERRY
ID
(48.696342, -116.310685)",33,11318,CE,8000,0,3068,52,NO,0,0,0
ID,ID0011,2,IDBR,BRUNEAU VALLEY DISTRICT,BRUNEAU VALLEY DISTRICT,208-845-2131,OWYHEE,"32073 RUTH ST
BRUNEAU, ID
(42.881534, -115.799518)",43,11310,CE,1800,0,1144,52,NC,0,0,0
ID,ID0012,2,IDBUH,BUHL PUBLIC,BUHL PUBLIC,208-543-6500,TWIN FALLS,"215 BROADWAY N
BUHL, ID
(42.600057, -114.761251)",33,82375,CE,4950,0,1664,52,NO,0,0,0
ID,ID0013,2,IDBUR,BURLEY PUBLIC,BURLEY PUBLIC,208-878-7708,CASSIA,"1300 MILLER AVE
BURLEY, ID
(42.536429, -113.795917)",33,23506,CE,6856,0,2704,52,NO,0,0,0
ID,ID0014,2,IDC,COEUR D`ALENE PUBLIC,COEUR D`ALENE PUBLIC,208-769-2315,KOOTENAI,"702 E FRONT AVE
COEUR D`ALENE, ID
(47.672509, -116.77665)",13,150346,CE,38500,0,3172,52,NC,0,0,0
ID,ID0015,2,IDCA,CALDWELL PUBLIC,CALDWELL PUBLIC,208-459-3242,CANYON,"1010 DEARBORN ST
CALDWELL, ID
(43.661445, -116.687558)",22,207478,CE,16600,0,3224,52,NC,0,0,0
ID,ID0016,2,IDCAR,LITTLE WOOD RIVER DISTRICT,LITTLE WOOD RIVER DISTRICT,208-823-4510,BLAINE,"16 PANTHER AVE
CAREY, ID
(43.315071, -113.94384)",43,21592,CE,-1,0,1066,52,NO,0,0,0
ID,ID0018,2,IDCHA,CHALLIS PUBLIC,CHALLIS PUBLIC,208-879-4267,CUSTER,"531 MAIN ST
CHALLIS, ID
(44.504635, -114.241872)",43,4087,CE,2040,0,1479,51,NO,0,0,0
ID,ID0019,2,IDCHP,PORTNEUF DISTRICT,PORTNEUF DISTRICT,208-237-2192,BANNOCK,"5210 STUART
CHUBBUCK, ID
(42.928126, -112.474419)",23,83744,CE,12000,0,2912,52,NC,0,0,0
ID,ID0020,2,IDCL,CLARKIA DISTRICT,CLARKIA DISTRICT,208-245-2908,SHOSHONE,"377 POPLAR ST
CLARKIA, ID
(47.009167, -116.253283)",43,12432,CE,672,0,988,52,NO,0,0,0
ID,ID0021,2,IDCM,CAMBRIDGE COMMUNITY DISTRICT,CAMBRIDGE DISTRICT,208-257-3434,WASHINGTON,"120 N SUPERIOR ST
CAMBRIDGE, ID
(44.572912, -116.675088)",43,9984,CE,4000,0,1560,52,NO,0,0,0
ID,ID0022,2,IDCN,COUNCIL VALLEY DISTRICT,COUNCIL VALLEY DISTRICT,208-253-6004,ADAMS,"104 CALIFORNIA AVE
COUNCIL, ID
(44.728231, -116.436881)",43,3843,CE,2810,0,1352,52,NO,0,0,0
ID,ID0023,2,IDCS,CASCADE PUBLIC,CASCADE PUBLIC,208-382-4757,VALLEY,"105 N FRONT ST
CASCADE, ID
(44.516728, -116.041295)",43,10103,CE,2226,0,2106,52,NO,0,0,0
ID,ID0024,2,IDD,SOUTH BANNOCK DISTRICT,SOUTH BANNOCK DISTRICT,208-897-5270,BANNOCK,"18 N MAIN
DOWNEY, ID
(42.429005, -112.124308)",43,83744,CE,1950,0,1248,52,NC,0,0,0
ID,ID0024,3,IDD-L,SOUTH BANNOCK DISTRICT - LAVA HOT SPRINGS,SOUTH BANNOCK DISTRICT,208-776-5301,BANNOCK,"33 MAIN ST LAVA HOT SPRINGS
ID
(42.61923, -112.012751)",42,83744,BR,1625,0,1248,52,NC,0,0,0
ID,ID0024,4,IDD-BM,SOUTH BANNOCK DISTRICT - BOOKMOBILE,SOUTH BANNOCK DISTRICT,208-897-5270,BANNOCK,"18 N MAIN
DOWNEY, ID
(42.429005, -112.124308)",43,83744,BS,-3,1,488,49,NC,0,0,0
ID,ID0024,5,IDD-M,SOUTH BANNOCK DISTRICT - MCCAMMON,SOUTH BANNOCK DISTRICT,208-254-9003,BANNOCK,"808 CENTER ST
MCCAMMON, ID
(42.648434, -112.191723)",42,83744,BR,2940,0,1040,52,NC,0,0,0
ID,ID0025,2,IDDU,CLARK COUNTY DISTRICT,CLARK COUNTY DISTRICT,208-374-5267,CLARK,"160 W MAIN ST
DUBOIS, ID
(44.176294, -112.231956)",43,880,CE,1088,0,712,52,NO,0,0,0
ID,ID0026,2,IDEA,EAGLE PUBLIC,EAGLE PUBLIC,208-939-6814,ADA,"100 N STIERMAN WY
EAGLE, ID
(43.696013, -116.347277)",21,434211,CE,16681,0,3120,52,NC,0,0,0
ID,ID0027,2,IDEM,EMMETT PUBLIC,EMMETT PUBLIC,208-365-6057,GEM,"275 S HAYES AVE
EMMETT, ID
(43.8739, -116.498719)",32,16852,CE,10144,0,1612,52,NC,0,0,0
ID,ID0028,2,IDER,ELK RIVER DISTRICT,ELK RIVER DISTRICT,208-826-3539,CLEARWATER,"203 MAIN ST ELK RIVER
ID
(46.782672, -116.179451)",43,8496,CE,1300,0,2165,52,NO,0,0,0
ID,ID0029,2,IDFA,CAMAS COUNTY DISTRICT,CAMAS COUNTY DISTRICT,208-764-2553,CAMAS,"607 SOLDIER RD
FAIRFIELD, ID
(43.34703, -114.792048)",43,1066,CE,3800,0,1560,52,NO,0,0,0
ID,ID0030,2,IDFI,FILER PUBLIC,FILER PUBLIC,208-326-4143,TWIN FALLS,"219 MAIN ST
FILER, ID
(42.570186, -114.606381)",33,82375,CE,3400,0,962,52,NO,0,0,0
ID,ID0032,2,IDGA,GARDEN VALLEY DISTRICT,GARDEN VALLEY DISTRICT,208-462-3317,BOISE,"85 OLD CROUCH RD GARDEN VALLEY
ID
(44.110697, -115.969048)",43,7058,CE,6998,0,2392,52,NC,0,0,0
ID,ID0033,2,IDGC,GARDEN CITY PUBLIC,GARDEN CITY PUBLIC,208-472-2940,ADA,"6015 GLENWOOD ST
GARDEN CITY, ID
(43.65959, -116.279777)",21,434211,CE,12331,0,2782,52,NC,0,0,0
ID,ID0033,3,IDGC-BM,GARDEN CITY PUBLIC - BELLS FOR BOOKS BOOKMOBILE,GARDEN CITY PUBLIC,208-472-2940,ADA,"6015 GLENWOOD ST
GARDEN CITY, ID
(43.65959, -116.279777)",21,434211,BS,-3,1,440,46,NC,0,0,0
ID,ID0034,2,IDGF,GLENNS FERRY PUBLIC,GLENNS FERRY PUBLIC,208-366-2045,ELMORE,"298 S LINCOLN GLENNS FERRY
ID
(42.951454, -115.297821)",43,25876,CE,2688,0,988,52,NO,0,0,0
ID,ID0035,2,IDGG,GRANGEVILLE CENTENNIAL,GRANGEVILLE CENTENNIAL,208-983-0951,IDAHO,"215 W NORTH ST
GRANGEVILLE, ID
(45.926936, -116.121485)",33,16272,CE,2848,0,2288,52,NO,0,0,0
ID,ID0036,2,IDGO,GOODING PUBLIC,GOODING PUBLIC,208-934-4089,GOODING,"306 5TH AVE W
GOODING, ID
(42.940707, -114.71607)",33,15284,CE,3700,0,1976,52,NO,0,0,0
ID,ID0037,2,IDGR,GRACE DISTRICT,GRACE DISTRICT,208-425-3695,CARIBOU,"204 S MAIN ST
GRACE, ID
(42.578511, -111.730371)",42,6770,CE,2208,0,1887,51,NO,0,0,0
ID,ID0038,2,IDGV,EASTERN OWYHEE COUNTY DISTRICT,EASTERN OWYHEE COUNTY DISTRICT,208-834-2785,OWYHEE,"520 BOISE AVE GRAND VIEW
ID
(42.988536, -116.095499)",43,11310,CE,3400,0,1872,49,NC,0,0,0
ID,ID0039,2,IDHB,HORSESHOE BEND DISTRICT,HORSESHOE BEND DISTRICT,208-793-2460,BOISE,"392 HWY 55 HORSESHOE BEND
ID
(43.906563, -116.200396)",42,7058,CE,2160,0,1924,52,NC,0,0,0
ID,ID0040,2,IDHG,HAGERMAN PUBLIC,HAGERMAN PUBLIC,208-837-6520,GOODING,"290 S STATE ST
HAGERMAN, ID
(42.814801, -114.898586)",42,15284,CE,756,0,936,52,NO,0,0,0
ID,ID0041,2,IDHL,HAILEY PUBLIC,HAILEY PUBLIC,208-788-2036,BLAINE,"7 W CROY ST
HAILEY, ID
(43.518628, -114.314796)",33,21592,CE,8000,0,2704,52,NO,0,0,0
ID,ID0042,2,IDHM,HOMEDALE PUBLIC,HOMEDALE PUBLIC,208-337-4228,OWYHEE,"125 W OWYHEE AVE
HOMEDALE, ID
(43.618693, -116.936576)",32,11310,CE,1160,0,1352,52,NC,0,0,0
ID,ID0043,2,IDHN,HANSEN DISTRICT,HANSEN DISTRICT,208-423-4122,TWIN FALLS,"120 W MAPLE AVE
HANSEN, ID
(42.530711, -114.301333)",42,82375,CE,2674,0,832,52,NO,0,0,0
ID,ID0045,2,IDIC,BOISE BASIN DISTRICT BOOKMOBILE,BOISE BASIN DISTRICT,208-392-4558,BOISE,"123 MONTGOMERY ST
IDAHO CITY, ID
(43.825586, -115.834215)",42,7058,BS,-3,1,129,52,NC,0,0,0
ID,ID0045,3,IDIC,BOISE BASIN DISTRICT,BOISE BASIN DISTRICT,208-392-4558,BOISE,"123 MONTGOMERY ST
IDAHO CITY, ID
(43.825586, -115.834215)",42,7058,CE,6515,0,1924,52,NC,0,0,0
ID,ID0046,2,IDIF,IDAHO FALLS PUBLIC,IDAHO FALLS PUBLIC,208-612-8460,BONNEVILLE,"457 W BROADWAY IDAHO FALLS
ID
(43.492005, -112.042078)",13,110089,CE,58500,0,3000,52,CC,0,0,0
ID,ID0046,3,IDIF-I,IDAHO FALLS PUBLIC-IONA,IDAHO FALLS PUBLIC,208-523-2358,BONNEVILLE,"3548 N MAIN ST
IONA, ID
(43.52795, -111.929943)",23,110089,BR,3000,0,1560,52,NC,0,0,0
ID,ID0046,4,IDIF-S,IDAHO FALLS PUBLIC-SWAN VALLEY,IDAHO FALLS PUBLIC,208-483-2405,BONNEVILLE,"3389 HWY 26
IRWIN, ID
(43.316451, -111.145561)",43,110089,BR,-1,0,780,52,NO,0,0,0
ID,ID0048,2,IDJ,JEROME PUBLIC,JEROME PUBLIC,208-324-5427,JEROME,"100 1ST AVE E
JEROME, ID
(42.725137, -114.518081)",33,22814,CE,11288,0,2860,52,NO,0,0,0
ID,ID0049,2,IDKI,KIMBERLY PUBLIC,KIMBERLY PUBLIC,208-423-4556,TWIN FALLS,"120 MADISON ST W
KIMBERLY, ID
(42.534627, -114.365131)",33,82375,CE,2699,0,1508,52,NO,0,0,0
ID,ID0050,2,IDKU,KUNA DISTRICT,KUNA DISTRICT,208-922-1025,ADA,"457 N LOCUST
KUNA, ID
(43.492337, -116.419912)",31,434211,CE,12500,0,2652,52,NC,0,0,0
ID,ID0051,2,IDL,LEWISTON CITY PUBLIC,LEWISTON CITY PUBLIC,208-798-2525,NEZ PERCE,"411 D ST
LEWISTON, ID
(46.421908, -117.02814)",13,40048,CE,21000,0,2652,52,CC,0,0,0
ID,ID0053,2,IDLEW,LEWISVILLE LEGACY,LEWISVILLE LEGACY PUBLIC,208-754-8608,JEFFERSON,"3453 E 480 N
LEWISVILLE, ID
(43.695777, -112.012331)",42,27157,CE,473,0,520,52,NC,0,0,0
ID,ID0055,3,IDLNP-CU,PRAIRIE-RIVER DISTRICT - CULDESAC,PRAIRIE-RIVER DISTRICT,208-843-5215,NEZ PERCE,"714 MAIN ST
CULDESAC, ID
(46.373942, -116.669998)",42,40048,BR,1232,0,780,52,NC,0,0,0
ID,ID0055,4,IDLNP-N,PRAIRIE-RIVER DISTRICT - NEZPERCE,PRAIRIE-RIVER DISTRICT,208-937-2458,LEWIS,"602 4TH AVENUE
NEZPERCE, ID
(46.235001, -116.240672)",43,3789,BR,1380,0,780,52,NC,0,0,0
ID,ID0064,2,IDMHP,PRAIRIE DISTRICT,PRAIRIE DISTRICT,208-868-3291,ELMORE,"71 SMITH CREEK RD PRAIRIE
ID
(43.502026, -115.573691)",43,25876,CE,160,0,-1,52,NO,0,0,0
ID,ID0055,5,IDLNP-L,PRAIRIE-RIVER DISTRICT,PRAIRIE-RIVER DISTRICT,208-843-7254,NEZ PERCE,"103 N MAIN ST
LAPWAI, ID
(46.40513, -116.804898)",42,40048,CE,5000,0,1664,52,NC,0,0,0
ID,ID0055,6,IDLNP-KA,PRAIRIE-RIVER DISTRICT - KAMIAH,PRAIRIE-RIVER DISTRICT,208-935-0428,LEWIS,"507 MAIN
KAMIAH, ID
(46.227114, -116.027951)",43,3789,BR,3250,0,1482,52,NO,0,0,0
ID,ID0055,7,IDLNP-P,PRAIRIE-RIVER DISTRICT - PECK,PRAIRIE-RIVER DISTRICT,208-486-6161,NEZ PERCE,"217 N MAIN ST
PECK, ID
(46.474979, -116.422493)",42,40048,BR,640,0,702,52,NC,0,0,0
ID,ID0055,8,IDLNP-W,PRAIRIE-RIVER DISTRICT - WINCHESTER,PRAIRIE-RIVER DISTRICT,208-924-5164,LEWIS,"314 NEZPERCE ST
WINCHESTER, ID
(46.239683, -116.622611)",42,3789,BR,2500,0,936,52,NO,0,0,15
ID,ID0055,9,IDLNP-KO,PRAIRIE-RIVER DISTRICT - KOOSKIA COMMUNITY,PRAIRIE-RIVER DISTRICT,208-926-4539,IDAHO,"26 S MAIN
KOOSKIA, ID
(46.13981, -115.978907)",43,16272,BR,1540,0,1352,52,NO,0,0,0
ID,ID0055,10,IDLNP-CR,PRAIRIE-RIVER DISTRICT - CRAIGMONT,PRAIRIE-RIVER DISTRICT,208-924-5510,LEWIS,"112 W MAIN
CRAIGMONT, ID
(46.240786, -116.474935)",42,3789,BR,588,0,780,52,NO,0,0,0
ID,ID0056,2,IDMA,ONEIDA COUNTY DISTRICT,ONEIDA COUNTY DISTRICT,208-766-2229,ONEIDA,"31 N 100 W
MALAD, ID
(42.186296, -112.248175)",43,4281,CE,5055,0,1768,52,NO,0,0,0
ID,ID0057,2,IDMAC,MACKAY DISTRICT,MACKAY DISTRICT,208-588-3333,CUSTER,"320 CAPITOL AVE
MACKAY, ID
(43.914044, -113.615278)",43,4087,CE,3744,0,1300,52,NO,0,0,0
ID,ID0058,2,IDMAR,LIZARD BUTTE DISTRICT,LIZARD BUTTE DISTRICT,208-896-4690,OWYHEE,"111 3RD AVE W
MARSING, ID
(43.545911, -116.806805)",42,11310,CE,2600,0,1872,52,NC,0,0,0
ID,ID0059,2,IDMCC,MCCALL PUBLIC,MCCALL PUBLIC,208-634-5522,VALLEY,"218 E PARK ST
MCCALL, ID
(44.908954, -116.100452)",43,10103,CE,4880,0,2288,52,NO,0,0,0
ID,ID0060,2,IDMC,LATAH COUNTY DISTRICT,LATAH COUNTY DISTRICT,208-882-3925,LATAH,"110 S JEFFERSON ST
MOSCOW, ID
(46.73329, -116.998611)",32,38778,CE,10200,0,2652,52,NO,0,0,0
ID,ID0060,3,IDMC-B,LATAH COUNTY DISTRICT - BOVILL,LATAH COUNTY DISTRICT,208-826-3451,LATAH,"310 FIRST AVE
BOVILL, ID
(46.858337, -116.396442)",43,38778,BR,1290,0,936,52,NO,0,0,0
ID,ID0060,4,IDMC-D,LATAH COUNTY DISTRICT - DEARY,LATAH COUNTY DISTRICT,208-877-1664,LATAH,"304 2ND AVE
DEARY, ID
(46.799472, -116.561361)",43,38778,BR,1152,0,936,52,NO,0,0,0
ID,ID0060,5,IDMC-G,LATAH COUNTY DISTRICT - GENESEE,LATAH COUNTY DISTRICT,208-285-1398,LATAH,"140 E WALNUT
GENESEE, ID
(46.550536, -116.924651)",42,38778,BR,1370,0,936,52,NO,0,0,0
ID,ID0060,6,IDMC-J,LATAH COUNTY DISTRICT - JULIAETTA,LATAH COUNTY DISTRICT,208-276-7071,LATAH,"205 MAIN ST
JULIAETTA, ID
(46.577022, -116.707613)",42,38778,BR,1564,0,936,52,NO,0,0,0
ID,ID0060,7,IDMC-P,LATAH COUNTY DISTRICT - POTLATCH,LATAH COUNTY DISTRICT,208-875-1036,LATAH,"1010 ONAWAY RD
POTLATCH, ID
(46.929027, -116.885275)",43,38778,BR,3992,0,1144,52,NO,0,0,0
ID,ID0060,8,IDMC-T,LATAH COUNTY DISTRICT - TROY,LATAH COUNTY DISTRICT,208-835-4311,LATAH,"402 S MAIN ST
TROY, ID
(46.735634, -116.76821)",42,38778,BR,1200,0,936,52,NO,0,0,0
ID,ID0061,2,IDME,MERIDIAN DISTRICT,MERIDIAN DISTRICT,208-888-4451,ADA,"1326 W CHERRY LN
MERIDIAN, ID
(43.619256, -116.40908)",21,434211,CE,27760,0,3328,52,NC,0,0,0
ID,ID0061,4,IDME-BM,MERIDIAN DISTRICT - BOOKMOBILE,MERIDIAN DISTRICT,,ADA,"1326 W CHERRY LN
MERIDIAN, ID
(43.619256, -116.40908)",21,434211,BS,-3,1,2496,52,NC,0,0,0
ID,ID0061,5,IDME,MERIDIAN DISTRICT - SILVERSTONE BRANCH,MERIDIAN DISTRICT,208-884-2616,ADA,"3531 E OVERLAND
MERIDIAN, ID
(43.590346, -116.349497)",21,434211,BR,4500,0,3432,52,NC,0,0,0
ID,ID0062,2,IDMEN,JEFFERSON DISTRICT - HAMER,JEFFERSON COUNTY DISTRICT,208-662-5275,JEFFERSON,"2450 E 2100 N
HAMER, ID
(43.926033, -112.208944)",43,27157,BR,1522,0,1540,48,NC,0,0,0
ID,ID0062,3,IDMEN,JEFFERSON DISTRICT - HEART OF THE VALLEY,JEFFERSON COUNTY DISTRICT,208-663-4834,JEFFERSON,"1252 E 1500 N
TERRETON, ID
(43.841342, -112.445461)",43,27157,BR,1700,0,1924,52,NC,0,0,0
ID,ID0062,4,IDMEN,JEFFERSON DISTRICT - MENAN-ANNIS,JEFFERSON COUNTY DISTRICT,208-754-0021,JEFFERSON,"623A N 3500 E
MENAN, ID
(43.717334, -112.003244)",42,27157,BR,1500,0,1300,52,NC,0,0,0
ID,ID0063,2,IDMH,MOUNTAIN HOME PUBLIC,MOUNTAIN HOME PUBLIC,208-587-4716,ELMORE,"790 N 10TH E MOUNTAIN
HOME, ID
(43.137345, -115.687451)",32,25876,CE,16000,0,2990,52,NO,0,0,0
ID,ID0065,2,IDMI,MIDDLETON PUBLIC,MIDDLETON PUBLIC,208-585-3931,CANYON,"307 CORNELL ST
MIDDLETON, ID
(43.706527, -116.61889)",22,207478,CE,3621,0,2496,52,NC,0,0,0
ID,ID0066,2,IDMID,MIDVALE DISTRICT,MIDVALE DISTRICT,208-355-2213,WASHINGTON,"70 E BRIDGE ST
MIDVALE, ID
(44.470956, -116.733825)",43,9984,CE,1800,0,1248,52,NO,0,0,0
ID,ID0067,2,IDMONB,BEAR LAKE COUNTY DISTRICT,BEAR LAKE COUNTY DISTRICT,208-847-1664,BEAR LAKE,"138 N 6TH ST
MONTPELIER, ID
(42.318297, -111.302396)",43,5922,CE,9244,0,2340,52,NO,0,0,0
ID,ID0067,3,IDMONB,BEAR LAKE COUNTY DISTRICT - PARIS,BEAR LAKE COUNTY DISTRICT,208-945-2253,BEAR LAKE,"62 S MAIN
PARIS, ID
(42.225536, -111.401041)",43,5922,BR,300,0,624,52,NO,0,0,0
ID,ID0068,2,IDMU,MULLAN PUBLIC,MULLAN PUBLIC,208-744-1220,SHOSHONE,"117 HUNTER AVE
MULLAN, ID
(47.470866, -115.801605)",42,12432,CE,1735,0,1040,52,NO,0,0,0
ID,ID0069,2,IDN,NAMPA PUBLIC,NAMPA PUBLIC,208-468-5800,CANYON,"215 12TH AVE S
NAMPA, ID
(43.577894, -116.561024)",22,207478,CE,62000,0,2499,49,CC,0,0,7
ID,ID0070,2,IDNO,NOTUS PUBLIC,NOTUS PUBLIC,208-459-8247,CANYON,"387 FIRST ST
NOTUS, ID
(43.725837, -116.800343)",41,207478,CE,768,0,858,52,NC,0,0,0
ID,ID0071,2,IDNPM,ARMORAL TUTTLE PUBLIC,ARMORAL TUTTLE PUBLIC,208-278-5338,PAYETTE,"301 N PLYMOUTH AVE
NEW PLYMOUTH, ID
(43.973154, -116.819745)",42,22896,CE,700,0,1144,52,NO,0,0,0
ID,ID0072,2,IDO,OSBURN PUBLIC,OSBURN PUBLIC,208-752-9711,SHOSHONE,"921 MULLAN AVE
OSBURN, ID
(47.50243, -115.991326)",33,12432,CE,1500,0,1598,52,NO,0,0,0
ID,ID0073,2,IDOA,OAKLEY DISTRICT,OAKLEY DISTRICT,208-862-3434,CASSIA,"185 E MAIN ST
OAKLEY, ID
(42.243087, -113.87988)",43,23506,CE,1310,0,624,52,NO,0,0,0
ID,ID0074,2,IDOL,OLA DISTRICT,OLA DISTRICT,208-584-3589,GEM,"11475 OLA SCHOOL RD
OLA, ID
(44.177163, -116.289811)",43,16852,CE,1050,0,624,52,NC,0,0,0
ID,ID0075,2,#NAME?,CLEARWATER MEMORIAL LIBRARY,CLEARWATER DISTRICT,208-476-4107,CLEARWATER,"402 MICHIGAN AVE
OROFINO, ID
(46.480526, -116.251519)",32,8496,BR,3600,0,2600,52,NO,0,14,0
ID,ID0075,3,IDOR-W,WEIPPE PUBLIC LIBRARY,CLEARWATER DISTRICT,208-435-4058,CLEARWATER,"204 WOOD ST
WEIPPE, ID
(46.37547, -115.94299)",43,8496,CE,5600,0,2184,52,NO,0,14,0
ID,ID0077,2,IDPAR,PATRICIA ROMANKO PUBLIC,PATRICIA ROMANKO PUBLIC,208-722-6605,CANYON,"121 N 3RD ST
PARMA, ID
(43.785391, -116.944132)",42,207478,CE,2470,0,1716,52,NC,0,0,0
ID,ID0078,2,IDPAY,PAYETTE PUBLIC,PAYETTE PUBLIC,208-642-6029,PAYETTE,"24 S 10TH ST
PAYETTE, ID
(44.074298, -116.932008)",32,22896,CE,16142,0,1924,52,NO,0,0,0
ID,ID0080,2,IDP,MARSHALL PUBLIC,MARSHALL PUBLIC,208-232-1263,BANNOCK,"113 S GARFIELD
POCATELLO, ID
(42.860693, -112.452481)",13,83744,CE,32680,0,3432,52,CC,0,0,0
ID,ID0080,4,IDP,MARSHALL PUBLIC - BOOKMOBILE,MARSHALL PUBLIC,,BANNOCK,"113 S GARFIELD
POCATELLO, ID
(42.860693, -112.452481)",13,83744,BS,-3,-3,-3,-3,CC,3,0,0
ID,ID0081,2,IDPI,PIERCE DISTRICT,PIERCE DISTRICT,208-464-2823,CLEARWATER,"208 S MAIN ST
PIERCE, ID
(46.489129, -115.79898)",43,8496,CE,1600,0,2028,52,NO,0,0,0
ID,ID0083,2,IDPLU,PLUMMER PUBLIC,PLUMMER PUBLIC,208-686-1812,BENEWAH,"800 D ST
PLUMMER, ID
(47.334145, -116.88545)",42,9052,CE,5420,0,1664,52,NO,0,0,0
ID,ID0084,2,IDPR,WEST BONNER DISTRICT,WEST BONNER DISTRICT,208-448-2207,BONNER,"118 MAIN ST PRIEST RIVER
ID
(48.178869, -116.907491)",42,41859,CE,3606,0,2236,52,NO,0,0,0
ID,ID0084,3,IDPR-B,WEST BONNER DISTRICT - BLANCHARD BRANCH,WEST BONNER DISTRICT,208-437-0801,BONNER,"412 RAILROAD AVE
BLANCHARD, ID
(48.015941, -116.983064)",42,41859,BR,1792,0,1404,52,NO,0,0,0
ID,ID0085,2,IDPRE,LARSEN-SANT/FRANKLIN DISTRICT,LARSEN-SANT/FRANKLIN DISTRICT,208-852-0175,FRANKLIN,"109 S 1ST E
PRESTON, ID
(42.09363, -111.873935)",32,13074,CE,8750,0,2450,51,NO,0,0,0
ID,ID0086,2,IDR,MADISON DISTRICT,MADISON DISTRICT,208-356-3461,MADISON,"73 N CENTER ST
REXBURG, ID
(43.827919, -111.783869)",32,38273,CE,26000,0,3068,52,NO,0,0,0
